"Departamento","Provincia","Distrito","Nombre"
"02","20","06","Ranrahirca"
"02","20","07","Shupluy"
"02","20","08","Yanama"
"03","00","00","Apurimac"
"03","01","00","Abancay"
"03","01","01","Abancay"
"03","01","02","Chacoche"
"03","01","03","Circa"
"03","01","04","Curahuasi"
"03","01","05","Huanipaca"
"03","01","06","Lambrama"
"03","01","07","Pichirhua"
"03","01","08","San Pedro de Cachora"
"03","01","09","Tamburco"
"03","02","00","Andahuaylas"
"03","02","01","Andahuaylas"
"03","02","02","Andarapa"
"03","02","03","Chiara"
"03","02","04","Huancarama"
"03","02","05","Huancaray"
"03","02","06","Huayana"
"03","02","07","Kishuara"
"03","02","08","Pacobamba"
"03","02","09","Pacucha"
"03","02","10","Pampachiri"
"03","02","11","Pomacocha"
"03","02","12","San Antonio de Cachi"
"03","02","13","San Jeronimo"
"03","02","14","San Miguel de Chaccrampa"
"03","02","15","Santa Maria de Chicmo"
"03","02","16","Talavera"
"03","02","17","Tumay Huaraca"
"03","02","18","Turpo"
"03","02","19","Kaquiabamba"
"03","03","00","Antabamba"
"03","03","01","Antabamba"
"03","03","02","El Oro"
"03","03","03","Huaquirca"
"03","03","04","Juan Espinoza Medrano"
"03","03","05","Oropesa"
"03","03","06","Pachaconas"
"03","03","07","Sabaino"
"03","04","00","Aymaraes"
"03","04","01","Chalhuanca"
"03","04","02","Capaya"
"03","04","03","Caraybamba"
"03","04","04","Chapimarca"
"03","04","05","Colcabamba"
"03","04","06","Cotaruse"
"03","04","07","Huayllo"
"03","04","08","Justo Apu Sahuaraura"
"03","04","09","Lucre"
"03","04","10","Pocohuanca"
"03","04","11","San Juan de Chacña"
"03","04","12","Sañayca"
"03","04","13","Soraya"
"03","04","14","Tapairihua"
"03","04","15","Tintay"
"03","04","16","Toraya"
"03","04","17","Yanaca"
"03","05","00","Cotabambas"
"03","05","01","Tambobamba"
"03","05","02","Cotabambas"
"03","05","03","Coyllurqui"
"03","05","04","Haquira"
"03","05","05","Mara"
"03","05","06","Challhuahuacho"
"03","06","00","Chincheros"
"03","06","01","Chincheros"
"03","06","02","Anco-Huallo"
"03","06","03","Cocharcas"
"03","06","04","Huaccana"
"03","06","05","Ocobamba"
"03","06","06","Ongoy"
"03","06","07","Uranmarca"
"03","06","08","Ranracancha"
"03","07","00","Grau"
"03","07","01","Chuquibambilla"
"03","07","02","Curpahuasi"
"03","07","03","Gamarra"
"03","07","04","Huayllati"
"03","07","05","Mamara"
"03","07","06","Micaela Bastidas"
"03","07","07","Pataypampa"
"03","07","08","Progreso"
"03","07","09","San Antonio"
"03","07","10","Santa Rosa"
"03","07","11","Turpay"
"03","07","12","Vilcabamba"
"03","07","13","Virundo"
"03","07","14","Curasco"
"04","00","00","Arequipa"
"04","01","00","Arequipa"
"04","01","01","Arequipa"
"04","01","02","Alto Selva Alegre"
"04","01","03","Cayma"
"04","01","04","Cerro Colorado"
"04","01","05","Characato"
"04","01","06","Chiguata"
"04","01","07","Jacobo Hunter"
"04","01","08","La Joya"
"04","01","09","Mariano Melgar"
"04","01","10","Miraflores"
"04","01","11","Mollebaya"
"04","01","12","Paucarpata"
"04","01","13","Pocsi"
"04","01","14","Polobaya"
"04","01","15","Quequeña"
"04","01","16","Sabandia"
"04","01","17","Sachaca"
"04","01","18","San Juan de Siguas"
"04","01","19","San Juan de Tarucani"
"04","01","20","Santa Isabel de Siguas"
"04","01","21","Santa Rita de Siguas"
"04","01","22","Socabaya"
"04","01","23","Tiabaya"
"04","01","24","Uchumayo"
"04","01","25","Vitor"
"04","01","26","Yanahuara"
"04","01","27","Yarabamba"
"04","01","28","Yura"
"04","01","29","Jose Luis Bustamante y Rivero"
"04","02","00","Camana"
"04","02","01","Camana"
"04","02","02","Jose Maria Quimper"
"04","02","03","Mariano Nicolas Valcarcel"
"04","02","04","Mariscal Caceres"
"04","02","05","Nicolas de Pierola"
"04","02","06","Ocoña"
"04","02","07","Quilca"
"04","02","08","Samuel Pastor"
"04","03","00","Caraveli"
"04","03","01","Caraveli"
"04","03","02","Acari"
"04","03","03","Atico"
"04","03","04","Atiquipa"
"04","03","05","Bella Union"
"04","03","06","Cahuacho"
"04","03","07","Chala"
"04","03","08","Chaparra"
"04","03","09","Huanuhuanu"
"04","03","10","Jaqui"
"04","03","11","Lomas"
"04","03","12","Quicacha"
"04","03","13","Yauca"
"04","04","00","Castilla"
"04","04","01","Aplao"
"04","04","02","Andagua"
"04","04","03","Ayo"
"04","04","04","Chachas"
"04","04","05","Chilcaymarca"
"04","04","06","Choco"
"04","04","07","Huancarqui"
"04","04","08","Machaguay"
"04","04","09","Orcopampa"
"04","04","10","Pampacolca"
"04","04","11","Tipan"
"04","04","12","Uñon"
"04","04","13","Uraca"
"04","04","14","Viraco"
"04","05","00","Caylloma"
"04","05","01","Chivay"
"04","05","02","Achoma"
"04","05","03","Cabanaconde"
"04","05","04","Callalli"
"04","05","05","Caylloma"
"04","05","06","Coporaque"
"04","05","07","Huambo"
"04","05","08","Huanca"
"04","05","09","Ichupampa"
"04","05","10","Lari"
"04","05","11","Lluta"
"04","05","12","Maca"
"04","05","13","Madrigal"
"04","05","14","San Antonio de Chuca"
"04","05","15","Sibayo"
"04","05","16","Tapay"
"04","05","17","Tisco"
"04","05","18","Tuti"
"04","05","19","Yanque"
"04","05","20","Majes"
"04","06","00","Condesuyos"
"04","06","01","Chuquibamba"
"04","06","02","Andaray"
"04","06","03","Cayarani"
"04","06","04","Chichas"
"04","06","05","Iray"
"04","06","06","Rio Grande"
"04","06","07","Salamanca"
"04","06","08","Yanaquihua"
"04","07","00","Islay"
"04","07","01","Mollendo"
"04","07","02","Cocachacra"
"04","07","03","Dean Valdivia"
"04","07","04","Islay"
"04","07","05","Mejia"
"04","07","06","Punta de Bombon"
"04","08","00","La Union"
"04","08","01","Cotahuasi"
"04","08","02","Alca"
"04","08","03","Charcana"
"04","08","04","Huaynacotas"
"04","08","05","Pampamarca"
"04","08","06","Puyca"
"04","08","07","Quechualla"
"04","08","08","Sayla"
"04","08","09","Tauria"
"04","08","10","Tomepampa"
"04","08","11","Toro"
"05","00","00","Ayacucho"
"05","01","00","Huamanga"
"05","01","01","Ayacucho"
"05","01","02","Acocro"
"05","01","03","Acos Vinchos"
"05","01","04","Carmen Alto"
"05","01","05","Chiara"
"05","01","06","Ocros"
"05","01","07","Pacaycasa"
"05","01","08","Quinua"
"05","01","09","San Jose de Ticllas"
"05","01","10","San Juan Bautista"
"05","01","11","Santiago de Pischa"
"05","01","12","Socos"
"05","01","13","Tambillo"
"05","01","14","Vinchos"
"05","01","15","Jesús Nazareno"
"05","01","16","Andrés Avelino Cáceres Dorregay"
"05","02","00","Cangallo"
"05","02","01","Cangallo"
"05","02","02","Chuschi"
"05","02","03","Los Morochucos"
"05","02","04","Maria Parado de Bellido"
"05","02","05","Paras"
"05","02","06","Totos"
"05","03","00","Huanca Sancos"
"05","03","01","Sancos"
"05","03","02","Carapo"
"05","03","03","Sacsamarca"
"05","03","04","Santiago de Lucanamarca"
"05","04","00","Huanta"
"05","04","01","Huanta"
"05","04","02","Ayahuanco"
"05","04","03","Huamanguilla"
"05","04","04","Iguain"
"05","04","05","Luricocha"
"05","04","06","Santillana"
"05","04","07","Sivia"
"05","04","08","Llochegua"
"05","04","09","Canayre"
"05","04","10","Uchuraccay"
"05","04","11","Pucacolpa"
"05","05","00","La Mar"
"05","05","01","San Miguel"
"05","05","02","Anco"
"05","05","03","Ayna"
"05","05","04","Chilcas"
"05","05","05","Chungui"
"05","05","06","Luis Carranza"
"05","05","07","Santa Rosa"
"05","05","08","Tambo"
"05","05","09","Samugari"
"05","05","10","Anchihuay"
"05","06","00","Lucanas"
"05","06","01","Puquio"
"05","06","02","Aucara"
"05","06","03","Cabana"
"05","06","04","Carmen Salcedo"
"05","06","05","Chaviña"
"05","06","06","Chipao"
"05","06","07","Huac-Huas"
"05","06","08","Laramate"
"05","06","09","Leoncio Prado"
"05","06","10","Llauta"
"05","06","11","Lucanas"
"05","06","12","Ocaña"
"05","06","13","Otoca"
"05","06","14","Saisa"
"05","06","15","San Cristobal"
"05","06","16","San Juan"
"05","06","17","San Pedro"
"05","06","18","San Pedro de Palco"
"05","06","19","Sancos"
"05","06","20","Santa Ana de Huaycahuacho"
"05","06","21","Santa Lucia"
"05","07","00","Parinacochas"
"05","07","01","Coracora"
"05","07","02","Chumpi"
"05","07","03","Coronel Castañeda"
"05","07","04","Pacapausa"
"05","07","05","Pullo"
"05","07","06","Puyusca"
"05","07","07","San Francisco de Ravacayco"
"05","07","08","Upahuacho"
"05","08","00","Paucar del Sara Sara"
"05","08","01","Pausa"
"05","08","02","Colta"
"05","08","03","Corculla"
"05","08","04","Lampa"
"05","08","05","Marcabamba"
"05","08","06","Oyolo"
"05","08","07","Pararca"
"05","08","08","San Javier de Alpabamba"
"05","08","09","San Jose de Ushua"
"05","08","10","Sara Sara"
"05","09","00","Sucre"
"05","09","01","Querobamba"
"05","09","02","Belen"
"05","09","03","Chalcos"
"05","09","04","Chilcayoc"
"05","09","05","Huacaña"
"05","09","06","Morcolla"
"05","09","07","Paico"
"05","09","08","San Pedro de Larcay"
"05","09","09","San Salvador de Quije"
"05","09","10","Santiago de Paucaray"
"05","09","11","Soras"
"05","10","00","Victor Fajardo"
"05","10","01","Huancapi"
"05","10","02","Alcamenca"
"05","10","03","Apongo"
"05","10","04","Asquipata"
"05","10","05","Canaria"
"05","10","06","Cayara"
"05","10","07","Colca"
"05","10","08","Huamanquiquia"
"05","10","09","Huancaraylla"
"05","10","10","Huaya"
"05","10","11","Sarhua"
"05","10","12","Vilcanchos"
"05","11","00","Vilcas Huaman"
"05","11","01","Vilcas Huaman"
"05","11","02","Accomarca"
"05","11","03","Carhuanca"
"05","11","04","Concepcion"
"05","11","05","Huambalpa"
"05","11","06","Independencia"
"05","11","07","Saurama"
"05","11","08","Vischongo"
"06","00","00","Cajamarca"
"06","01","00","Cajamarca"
"06","01","01","Cajamarca"
"06","01","02","Asuncion"
"06","01","03","Chetilla"
"06","01","04","Cospan"
"06","01","05","Encañada"
"06","01","06","Jesus"
"06","01","07","Llacanora"
"06","01","08","Los Baños del Inca"
"06","01","09","Magdalena"
"06","01","10","Matara"
"06","01","11","Namora"
"06","01","12","San Juan"
"06","02","00","Cajabamba"
"06","02","01","Cajabamba"
"06","02","02","Cachachi"
"06","02","03","Condebamba"
"06","02","04","Sitacocha"
"06","03","00","Celendin"
"06","03","01","Celendin"
"06","03","02","Chumuch"
"06","03","03","Cortegana"
"06","03","04","Huasmin"
"06","03","05","Jorge Chavez"
"06","03","06","Jose Galvez"
"06","03","07","Miguel Iglesias"
"06","03","08","Oxamarca"
"06","03","09","Sorochuco"
"06","03","10","Sucre"
"06","03","11","Utco"
"06","03","12","La Libertad de Pallan"
"06","04","00","Chota"
"06","04","01","Chota"
"06","04","02","Anguia"
"06","04","03","Chadin"
"06","04","04","Chiguirip"
"06","04","05","Chimban"
"06","04","06","Choropampa"
"06","04","07","Cochabamba"
"06","04","08","Conchan"
"06","04","09","Huambos"
"06","04","10","Lajas"
"06","04","11","Llama"
"06","04","12","Miracosta"
"06","04","13","Paccha"
"06","04","14","Pion"
"06","04","15","Querocoto"
"06","04","16","San Juan de Licupis"
"06","04","17","Tacabamba"
"06","04","18","Tocmoche"
"06","04","19","Chalamarca"
"06","05","00","Contumaza"
"06","05","01","Contumaza"
"06","05","02","Chilete"
"06","05","03","Cupisnique"
"06","05","04","Guzmango"
"06","05","05","San Benito"
"06","05","06","Santa Cruz de Toled"
"06","05","07","Tantarica"
"06","05","08","Yonan"
"06","06","00","Cutervo"
"06","06","01","Cutervo"
"06","06","02","Callayuc"
"06","06","03","Choros"
"06","06","04","Cujillo"
"06","06","05","La Ramada"
"06","06","06","Pimpingos"
"06","06","07","Querocotillo"
"06","06","08","San Andres de Cutervo"
"06","06","09","San Juan de Cutervo"
"06","06","10","San Luis de Lucma"
"06","06","11","Santa Cruz"
"06","06","12","Santo Domingo de la Capilla"
"06","06","13","Santo Tomas"
"06","06","14","Socota"
"06","06","15","Toribio Casanova"
"06","07","00","Hualgayoc"
"06","07","01","Bambamarca"
"06","07","02","Chugur"
"06","07","03","Hualgayoc"
"06","08","00","Jaen"
"06","08","01","Jaen"
"06","08","02","Bellavista"
"06","08","03","Chontali"
"06","08","04","Colasay"
"06","08","05","Huabal"
"06","08","06","Las Pirias"
"06","08","07","Pomahuaca"
"06","08","08","Pucara"
"06","08","09","Sallique"
"06","08","10","San Felipe"
"06","08","11","San Jose del Alto"
"06","08","12","Santa Rosa"
"06","09","00","San Ignacio"
"06","09","01","San Ignacio"
"06","09","02","Chirinos"
"06","09","03","Huarango"
"06","09","04","La Coipa"
"06","09","05","Namballe"
"06","09","06","San Jose de Lourdes"
"06","09","07","Tabaconas"
"06","10","00","San Marcos"
"06","10","01","Pedro Galvez"
"06","10","02","Chancay"
"06","10","03","Eduardo Villanueva"
"06","10","04","Gregorio Pita"
"06","10","05","Ichocan"
"06","10","06","Jose Manuel Quiroz"
"06","10","07","Jose Sabogal"
"06","11","00","San Miguel"
"06","11","01","San Miguel"
"06","11","02","Bolivar"
"06","11","03","Calquis"
"06","11","04","Catilluc"
"06","11","05","El Prado"
"06","11","06","La Florida"
"06","11","07","Llapa"
"06","11","08","Nanchoc"
"06","11","09","Niepos"
"06","11","10","San Gregorio"
"06","11","11","San Silvestre de Cochan"
"06","11","12","Tongod"
"06","11","13","Union Agua Blanca"
"06","12","00","San Pablo"
"06","12","01","San Pablo"
"06","12","02","San Bernardino"
"06","12","03","San Luis"
"06","12","04","Tumbaden"
"06","13","00","Santa Cruz"
"06","13","01","Santa Cruz"
"06","13","02","Andabamba"
"06","13","03","Catache"
"06","13","04","Chancaybaños"
"06","13","05","La Esperanza"
"06","13","06","Ninabamba"
"06","13","07","Pulan"
"06","13","08","Saucepampa"
"06","13","09","Sexi"
"06","13","10","Uticyacu"
"06","13","11","Yauyucan"
"07","00","00","Callao"
"07","01","00","Prov. Const. del Callao"
"07","01","01","Callao"
"07","01","02","Bellavista"
"07","01","03","Carmen de la Legua Reynoso"
"07","01","04","La Perla"
"07","01","05","La Punta"
"07","01","06","Ventanilla"
"07","01","07","Mi Perú"
"08","00","00","Cusco"
"08","01","00","Cusco"
"08","01","01","Cusco"
"08","01","02","Ccorca"
"08","01","03","Poroy"
"08","01","04","San Jeronimo"
"08","01","05","San Sebastian"
"08","01","06","Santiago"
"08","01","07","Saylla"
"08","01","08","Wanchaq"
"08","02","00","Acomayo"
"08","02","01","Acomayo"
"08","02","02","Acopia"
"08","02","03","Acos"
"08","02","04","Mosoc Llacta"
"08","02","05","Pomacanchi"
"08","02","06","Rondocan"
"08","02","07","Sangarara"
"08","03","00","Anta"
"08","03","01","Anta"
"08","03","02","Ancahuasi"
"08","03","03","Cachimayo"
"08","03","04","Chinchaypujio"
"08","03","05","Huarocondo"
"08","03","06","Limatambo"
"08","03","07","Mollepata"
"08","03","08","Pucyura"
"08","03","09","Zurite"
"08","04","00","Calca"
"08","04","01","Calca"
"08","04","02","Coya"
"08","04","03","Lamay"
"08","04","04","Lares"
"08","04","05","Pisac"
"08","04","06","San Salvador"
"08","04","07","Taray"
"08","04","08","Yanatile"
"08","05","00","Canas"
"08","05","01","Yanaoca"
"08","05","02","Checca"
"08","05","03","Kunturkanki"
"08","05","04","Langui"
"08","05","05","Layo"
"08","05","06","Pampamarca"
"08","05","07","Quehue"
"08","05","08","Tupac Amaru"
"08","06","00","Canchis"
"08","06","01","Sicuani"
"08","06","02","Checacupe"
"08","06","03","Combapata"
"08","06","04","Marangani"
"08","06","05","Pitumarca"
"08","06","06","San Pablo"
"08","06","07","San Pedro"
"08","06","08","Tinta"
"08","07","00","Chumbivilcas"
"08","07","01","Santo Tomas"
"08","07","02","Capacmarca"
"08","07","03","Chamaca"
"08","07","04","Colquemarca"
"08","07","05","Livitaca"
"08","07","06","Llusco"
"08","07","07","Quiñota"
"08","07","08","Velille"
"08","08","00","Espinar"
"08","08","01","Espinar"
"08","08","02","Condoroma"
"08","08","03","Coporaque"
"08","08","04","Ocoruro"
"08","08","05","Pallpata"
"08","08","06","Pichigua"
"08","08","07","Suyckutambo"
"08","08","08","Alto Pichigua"
"08","09","00","La Convencion"
"08","09","01","Santa Ana"
"08","09","02","Echarate"
"08","09","03","Huayopata"
"08","09","04","Maranura"
"08","09","05","Ocobamba"
"08","09","06","Quellouno"
"08","09","07","Kimbiri"
"08","09","08","Santa Teresa"
"08","09","09","Vilcabamba"
"08","09","10","Pichari"
"08","09","11","Inkawasi"
"08","09","12","Villa Virgen"
"08","10","00","Paruro"
"08","10","01","Paruro"
"08","10","02","Accha"
"08","10","03","Ccapi"
"08","10","04","Colcha"
"08","10","05","Huanoquite"
"08","10","06","Omacha"
"08","10","07","Paccaritambo"
"08","10","08","Pillpinto"
"08","10","09","Yaurisque"
"08","11","00","Paucartambo"
"08","11","01","Paucartambo"
"08","11","02","Caicay"
"08","11","03","Challabamba"
"08","11","04","Colquepata"
"08","11","05","Huancarani"
"08","11","06","Kosñipata"
"08","12","00","Quispicanchi"
"08","12","01","Urcos"
"08","12","02","Andahuaylillas"
"08","12","03","Camanti"
"08","12","04","Ccarhuayo"
"08","12","05","Ccatca"
"08","12","06","Cusipata"
"08","12","07","Huaro"
"08","12","08","Lucre"
"08","12","09","Marcapata"
"08","12","10","Ocongate"
"08","12","11","Oropesa"
"08","12","12","Quiquijana"
"08","13","00","Urubamba"
"08","13","01","Urubamba"
"08","13","02","Chinchero"
"08","13","03","Huayllabamba"
"08","13","04","Machupicchu"
"08","13","05","Maras"
"08","13","06","Ollantaytambo"
"08","13","07","Yucay"
"09","00","00","Huancavelica"
"09","01","00","Huancavelica"
"09","01","01","Huancavelica"
"09","01","02","Acobambilla"
"09","01","03","Acoria"
"09","01","04","Conayca"
"09","01","05","Cuenca"
"09","01","06","Huachocolpa"
"09","01","07","Huayllahuara"
"09","01","08","Izcuchaca"
"09","01","09","Laria"
"09","01","10","Manta"
"09","01","11","Mariscal Caceres"
"09","01","12","Moya"
"09","01","13","Nuevo Occoro"
"09","01","14","Palca"
"09","01","15","Pilchaca"
"09","01","16","Vilca"
"09","01","17","Yauli"
"09","01","18","Ascensión"
"09","01","19","Huando"
"09","02","00","Acobamba"
"09","02","01","Acobamba"
"09","02","02","Andabamba"
"09","02","03","Anta"
"09","02","04","Caja"
"09","02","05","Marcas"
"09","02","06","Paucara"
"09","02","07","Pomacocha"
"09","02","08","Rosario"
"09","03","00","Angaraes"
"09","03","01","Lircay"
"09","03","02","Anchonga"
"09","03","03","Callanmarca"
"09","03","04","Ccochaccasa"
"09","03","05","Chincho"
"09","03","06","Congalla"
"09","03","07","Huanca-Huanca"
"09","03","08","Huayllay Grande"
"09","03","09","Julcamarca"
"09","03","10","San Antonio de Antaparco"
"09","03","11","Santo Tomas de Pata"
"09","03","12","Secclla"
"09","04","00","Castrovirreyna"
"09","04","01","Castrovirreyna"
"09","04","02","Arma"
"09","04","03","Aurahua"
"09","04","04","Capillas"
"09","04","05","Chupamarca"
"09","04","06","Cocas"
"09","04","07","Huachos"
"09","04","08","Huamatambo"
"09","04","09","Mollepampa"
"09","04","10","San Juan"
"09","04","11","Santa Ana"
"09","04","12","Tantara"
"09","04","13","Ticrapo"
"09","05","00","Churcampa"
"09","05","01","Churcampa"
"09","05","02","Anco"
"09","05","03","Chinchihuasi"
"09","05","04","El Carmen"
"09","05","05","La Merced"
"09","05","06","Locroja"
"09","05","07","Paucarbamba"
"09","05","08","San Miguel de Mayocc"
"09","05","09","San Pedro de Coris"
"09","05","10","Pachamarca"
"09","05","11","Cosme"
"09","06","00","Huaytara"
"09","06","01","Huaytara"
"09","06","02","Ayavi"
"09","06","03","Cordova"
"09","06","04","Huayacundo Arma"
"09","06","05","Laramarca"
